Date,Close,High,Low,Open,Volume
2018-01-02,239.27401733398438,239.30963516954063,238.0543713585525,238.44608604432673,86655700
2018-01-03,240.78749084472656,240.9388462870651,239.44319587310346,239.44319587310346,90070400
2018-01-04,241.8023223876953,242.2919792928855,240.84976949678526,241.43734148194574,80636400
2018-01-05,243.4137725830078,243.5383942775468,242.10509536385632,242.6036364789185,83524000
2018-01-08,243.85882568359375,244.01906517102077,243.02198324688177,243.315755640498,57319200
2018-01-09,244.4108123779297,245.0428863304175,244.00127518644885,244.2861635365794,57254000
2018-01-10,244.0369110107422,244.30400404684565,242.96862037167952,243.64519629255074,69574300
2018-01-11,245.8173828125,245.8173828125,244.42858618846464,244.59773693343206,62361500
2018-01-12,247.41989135742188,247.58901495588032,245.78179686016037,246.08450772506382,90816100
2018-01-16,246.5741424560547,249.35173611997845,245.87083278844256,248.6929555420722,106555100
2018-01-17,248.9243927001953,249.31610739656406,246.5741316904318,247.51780059483406,113258800
2018-01-18,248.5059051513672,249.23589393063264,248.00733713289605,248.80858872685553,100728000
2018-01-19,249.63662719726562,249.63662719726562,248.50601213428575,249.09355704241992,140920100
2018-01-22,251.66635131835938,251.66635131835938,249.3694767146154,249.42291704422158,91322400
2018-01-23,252.2004852294922,252.49425758691513,251.38143822503184,251.71082840919865,97084700
2018-01-24,252.10255432128906,253.45576011392114,250.9096151719821,252.85036570584975,134816100
2018-01-25,252.20938110351562,253.07293005545546,251.40815655918155,252.975014987883,84587300
2018-01-26,255.12950134277344,255.17403043491439,252.79703543765694,253.05521723302948,107743100
2018-01-29,253.43795776367188,254.99590506413966,253.2777182760505,254.550777264006,90118300
2018-01-30,250.83834838867188,253.49129186221,250.35760290730764,251.58615959944052,131796400
2018-01-31,250.96299743652344,252.20934959069757,249.87688473750612,251.70192464936764,108364800
2018-02-01,250.67822265625,251.99581105477506,249.8769978493361,250.2242106611214,90102500
2018-02-02,245.22088623046875,249.47630639708228,245.18526840361181,249.34274633847912,173174800
2018-02-05,234.9651641845703,245.57702335121854,234.41321003556783,243.4404152521832,294681800
2018-02-06,239.59454345703125,240.1019957742592,230.30918215180586,231.41309062988736,355026800
2018-02-07,238.29473876953125,242.4700127201443,238.21459185381423,239.03363899555023,167376100
2018-02-08,229.35658264160156,238.73988542101256,229.32096480607842,238.5974412473681,246449500
2018-02-09,232.80189514160156,234.68032186651462,225.1634986345731,232.17870520500833,283565300
2018-02-12,236.220458984375,237.70719805068268,232.94432432345033,234.8761640992096,143736000
2018-02-13,236.80799865722656,237.35995280338608,234.41320882815714,235.00078080684347,81223600
2018-02-14,240.00404357910156,240.36905169559398,235.29458307019615,235.30349432157013,120735700
2018-02-15,243.0665740966797,243.0754853498345,239.2740751625758,241.7668080534504,111200300
2018-02-16,243.1376190185547,245.10510285009104,242.38980780500228,242.43433687235967,160420100
2018-02-20,241.61538696289062,243.63628475136105,240.81416228177935,242.17625239020273,86369700
2018-02-21,240.4135284423828,244.5710342997638,240.3156133613187,242.06050683560946,98883700
2018-02-22,240.72512817382812,243.0843002699461,240.04855233793677,241.34831801134473,110511300
2018-02-23,244.56210327148438,244.56210327148438,241.4818265655909,241.96257218693196,92766400
2018-02-26,247.4020233154297,247.4999655580349,245.05176268268377,245.64821871434947,86491400
2018-02-27,244.3128662109375,248.31013279452208,244.25054179125993,247.5890006796563,99099200
2018-02-28,241.8379669189453,245.87973559543175,241.5174878926301,245.42569647303606,121907800
2018-03-01,238.32144165039062,243.19114100527594,236.80799622069966,241.6242824115672,176855100
2018-03-02,239.5499725341797,240.11974917720585,235.7575020317637,236.6299351597847,139083200
2018-03-05,242.31871032714844,242.94190020811251,238.2413238525069,238.34817736204704,97307400
2018-03-06,242.9329833984375,243.3870225061355,241.41953781840968,243.30687558370198,79213200
2018-03-07,242.84390258789062,243.19999936649717,240.54705527270215,240.74291257620217,87063500
2018-03-08,244.01907348632812,244.14369514686976,242.5234505491541,243.52941658902225,66901200
2018-03-09,248.26565551757812,248.26565551757812,245.12305331489182,245.44355956265565,113625300
2018-03-12,247.9539337158203,249.19140181002513,247.56221915135546,248.5593280590004,71924800
2018-03-13,246.35154724121094,249.6365927990102,245.73726866253648,249.12914055254927,91968900
2018-03-14,245.0873565673828,247.50885289357774,244.52651835914932,247.32190682416658,105895100
2018-03-15,244.82034301757812,246.2536418031156,244.31289069525897,245.60377246218647,83433000
2018-03-16,245.08575439453125,246.14940367644002,245.03212731117912,245.35388981129185,100343700
2018-03-19,241.76971435546875,245.2645589066402,240.09827289126966,244.32605745391425,109208400
2018-03-20,242.18084716796875,242.82439947553837,241.49258743734538,242.17190022790675,59757300
2018-03-21,241.7159881591797,244.25443633347186,241.50147986416206,242.1360850884226,78709600
2018-03-22,235.67379760742188,240.3216504910732,235.39668799936865,239.46358995947259,148785900
2018-03-23,230.65057373046875,236.45149247014183,230.45393195493304,236.12078295611838,183534800
2018-03-26,236.96092224121094,237.24695156813448,231.8661578320179,234.29735255635208,141956100
2018-03-27,232.92979431152344,238.44465546466338,231.3566603779407,237.9083846029933,129941400
2018-03-28,232.24159240722656,234.75325552867182,231.12431570510776,233.06392006198183,146452300
2018-03-29,235.2090606689453,237.09503772419222,232.25051446096177,233.39460459023704,111601600
2018-04-02,230.1321258544922,235.19115668888014,227.62942397992416,234.67272516177087,186286300
2018-04-03,233.0817413330078,233.56441241207318,229.5690306113418,231.38348653156498,119956900
2018-04-04,235.57553100585938,236.29057710872982,229.3545426236533,229.48861035828398,123715300
2018-04-05,237.43466186523438,238.3284830095355,236.2548114082153,237.35419395826148,82652600
2018-04-06,232.14324951171875,236.9609317274639,230.6058759145315,235.4503989531796,179521200
2018-04-09,233.2873077392578,236.71957749939233,232.339859552842,233.6180171828032,105442900
2018-04-10,236.99667358398438,237.79218750431676,235.05709695460718,236.21010660391627,103529000
2018-04-11,235.75428771972656,237.43467593494884,235.42357824109928,235.495071934887,91140200
2018-04-12,237.69384765625,238.6502428163251,236.91622763390612,237.09500277163735,68890500
2018-04-13,236.99667358398438,239.13291923563548,235.97773165235574,239.01671812122675,85079200
2018-04-16,238.94522094726562,239.7228683417627,237.81902472934848,238.65027193899817,63405300
2018-04-17,241.50152587890625,242.10931768209582,240.21442130906053,240.7328255465445,64682000
2018-04-18,241.68031311035156,242.49366635040468,241.21550865631355,241.94844854363757,57303900
2018-04-19,240.3395538330078,241.22442793865213,239.29377120858436,241.01883927853373,77655900
2018-04-20,238.3016357421875,240.49150839738456,237.4078146220672,240.2680531173545,99953100
